Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID
Deleted,User_16,W_Complete application,Workflow,Workitem_570504864,complete,2016-01-04 09:52:33.779000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Created,User_16,W_Call after offers,Workflow,Workitem_192441969,schedule,2016-01-04 09:52:33.818000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Obtained,User_16,W_Call after offers,Workflow,Workitem_145308303,start,2016-01-04 09:52:33.828000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
statechange,User_16,A_Complete,Application,ApplState_813341385,complete,2016-01-04 09:52:33.852000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Released,User_16,W_Call after offers,Workflow,Workitem_1071407720,suspend,2016-01-04 09:53:09.475000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Created,User_3,O_Create Offer,Offer,Offer_1891113448,complete,2016-01-05 15:56:24.582000+00:00,Car,New credit,Application_1603124379,13000.0,13500.0,120.0,False,149.44,True,659.0,13500.0,
statechange,User_3,O_Created,Offer,OfferState_1611562203,complete,2016-01-05 15:56:25.955000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,Offer_1891113448
statechange,User_3,O_Sent (mail and online),Offer,OfferState_515121821,complete,2016-01-05 15:56:38.989000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,Offer_1891113448
Deleted,User_116,W_Call after offers,Workflow,Workitem_1908344998,ate_abort,2016-01-08 10:49:51.504000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Created,User_116,W_Validate application,Workflow,Workitem_86243320,schedule,2016-01-08 10:49:51.510000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Obtained,User_116,W_Validate application,Workflow,Workitem_238283391,start,2016-01-08 10:49:51.512000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
statechange,User_116,A_Validating,Application,ApplState_2049298998,complete,2016-01-08 10:49:52.385000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
statechange,User_116,O_Returned,Offer,OfferState_1999570638,complete,2016-01-08 10:49:56.943000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,Offer_1891113448
Released,User_116,W_Validate application,Workflow,Workitem_482174976,suspend,2016-01-08 10:50:55.521000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Obtained,User_95,W_Validate application,Workflow,Workitem_2021947344,resume,2016-01-11 07:49:17.209000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Released,User_95,W_Validate application,Workflow,Workitem_1680829795,suspend,2016-01-11 07:49:20.383000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Obtained,User_29,W_Validate application,Workflow,Workitem_436162835,resume,2016-01-11 08:39:35.837000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Deleted,User_29,W_Validate application,Workflow,Workitem_158388926,complete,2016-01-11 09:08:44.058000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Created,User_29,W_Call incomplete files,Workflow,Workitem_474681347,schedule,2016-01-11 09:08:44.064000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Obtained,User_29,W_Call incomplete files,Workflow,Workitem_790438110,start,2016-01-11 09:08:44.067000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
statechange,User_29,A_Incomplete,Application,ApplState_154789826,complete,2016-01-11 09:08:44.069000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Released,User_29,W_Call incomplete files,Workflow,Workitem_573864653,suspend,2016-01-11 09:08:51.978000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Obtained,User_68,W_Call incomplete files,Workflow,Workitem_150888255,resume,2016-01-11 11:43:46.401000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Released,User_68,W_Call incomplete files,Workflow,Workitem_731701566,suspend,2016-01-11 11:44:14.419000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Obtained,User_41,W_Call incomplete files,Workflow,Workitem_1591150517,resume,2016-01-11 12:53:07.168000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Released,User_41,W_Call incomplete files,Workflow,Workitem_2121299269,suspend,2016-01-11 12:56:46.656000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Deleted,User_119,W_Call incomplete files,Workflow,Workitem_1711719413,ate_abort,2016-01-11 14:36:41.380000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Created,User_119,W_Validate application,Workflow,Workitem_2061265928,schedule,2016-01-11 14:36:41.386000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Obtained,User_119,W_Validate application,Workflow,Workitem_1272512447,start,2016-01-11 14:36:41.388000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
statechange,User_119,A_Validating,Application,ApplState_1678115161,complete,2016-01-11 14:36:41.452000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Released,User_119,W_Validate application,Workflow,Workitem_2024272282,suspend,2016-01-11 14:37:11.425000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Obtained,User_29,W_Validate application,Workflow,Workitem_752189332,resume,2016-01-12 08:16:25.859000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Deleted,User_29,W_Validate application,Workflow,Workitem_1112343767,complete,2016-01-12 08:55:51.640000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Created,User_29,W_Call incomplete files,Workflow,Workitem_316101978,schedule,2016-01-12 08:55:51.650000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Obtained,User_29,W_Call incomplete files,Workflow,Workitem_107367626,start,2016-01-12 08:55:51.654000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
statechange,User_29,A_Incomplete,Application,ApplState_1898988017,complete,2016-01-12 08:55:51.656000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Released,User_29,W_Call incomplete files,Workflow,Workitem_250850887,suspend,2016-01-12 08:55:57.223000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_309297625,resume,2016-01-12 10:03:58.233000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Released,User_2,W_Call incomplete files,Workflow,Workitem_2109545261,suspend,2016-01-12 10:05:35.004000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Deleted,User_10,W_Call incomplete files,Workflow,Workitem_1043637092,ate_abort,2016-01-12 10:14:12.676000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Created,User_10,W_Validate application,Workflow,Workitem_120945826,schedule,2016-01-12 10:14:12.687000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Obtained,User_10,W_Validate application,Workflow,Workitem_613925328,start,2016-01-12 10:14:12.690000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
statechange,User_10,A_Validating,Application,ApplState_1723151374,complete,2016-01-12 10:14:12.762000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Released,User_10,W_Validate application,Workflow,Workitem_1917299250,suspend,2016-01-12 10:15:21.641000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Obtained,User_100,W_Validate application,Workflow,Workitem_724688004,resume,2016-01-12 10:16:45.859000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Released,User_100,W_Validate application,Workflow,Workitem_619429017,suspend,2016-01-12 10:16:58.212000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
statechange,User_119,O_Accepted,Offer,OfferState_1741387277,complete,2016-01-12 10:20:22.039000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,Offer_1891113448
statechange,User_119,A_Pending,Application,ApplState_1779142081,complete,2016-01-12 10:20:22.043000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
Deleted,User_119,W_Validate application,Workflow,Workitem_1127176560,ate_abort,2016-01-12 10:20:22.049000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,
statechange,User_119,O_Cancelled,Offer,OfferState_1723720708,complete,2016-01-12 10:20:22.065000+00:00,Car,New credit,Application_1603124379,13000.0,,,,,,,,Offer_17122797
Created,User_1,A_Create Application,Application,Application_2110144842,complete,2016-01-02 17:28:46.400000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
statechange,User_1,A_Submitted,Application,ApplState_1744353195,complete,2016-01-02 17:28:46.434000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
Created,User_1,W_Handle leads,Workflow,Workitem_1425454890,schedule,2016-01-02 17:28:46.794000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
Obtained,User_14,W_Handle leads,Workflow,Workitem_949443133,start,2016-01-04 07:03:21.798000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
Deleted,User_14,W_Handle leads,Workflow,Workitem_760170553,complete,2016-01-04 07:06:13.694000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
Created,User_14,W_Complete application,Workflow,Workitem_792448867,schedule,2016-01-04 07:06:13.701000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
Obtained,User_14,W_Complete application,Workflow,Workitem_454725911,start,2016-01-04 07:06:13.704000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
statechange,User_14,A_Concept,Application,ApplState_409291538,complete,2016-01-04 07:06:13.707000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
Released,User_14,W_Complete application,Workflow,Workitem_501140615,suspend,2016-01-04 07:06:34.815000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
Obtained,User_13,W_Complete application,Workflow,Workitem_1248306199,resume,2016-01-04 14:02:34.875000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
statechange,User_13,A_Accepted,Application,ApplState_833184767,complete,2016-01-04 14:12:36.604000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
Created,User_13,O_Create Offer,Offer,Offer_211747135,complete,2016-01-04 14:35:41.650000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,0.0,32.0,False,500.0,False,0.0,15000.0,
statechange,User_13,O_Created,Offer,OfferState_1785952896,complete,2016-01-04 14:35:43.335000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,Offer_211747135
Released,User_13,W_Complete application,Workflow,Workitem_413481687,suspend,2016-01-04 14:36:56.059000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
statechange,User_13,O_Sent (mail and online),Offer,OfferState_366232530,complete,2016-01-04 14:40:40.915000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,Offer_211747135
Deleted,User_13,W_Complete application,Workflow,Workitem_795544906,ate_abort,2016-01-04 14:40:40.931000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
Created,User_13,W_Call after offers,Workflow,Workitem_1597974565,schedule,2016-01-04 14:40:40.938000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
Obtained,User_13,W_Call after offers,Workflow,Workitem_1921950343,start,2016-01-04 14:40:40.940000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
statechange,User_13,A_Complete,Application,ApplState_607915223,complete,2016-01-04 14:40:40.942000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
Released,User_13,W_Call after offers,Workflow,Workitem_839128561,suspend,2016-01-04 14:42:32.082000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
Obtained,User_15,W_Call after offers,Workflow,Workitem_1240997273,resume,2016-01-08 09:04:15.002000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
Released,User_15,W_Call after offers,Workflow,Workitem_1106224069,suspend,2016-01-08 09:04:36.631000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
statechange,User_1,A_Cancelled,Application,ApplState_1699859916,complete,2016-02-04 07:00:41.383000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
statechange,User_1,O_Cancelled,Offer,OfferState_119149450,complete,2016-02-04 07:00:41.411000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,Offer_211747135
Deleted,User_1,W_Call after offers,Workflow,Workitem_766905717,ate_abort,2016-02-04 07:00:41.421000+00:00,Existing loan takeover,New credit,Application_2110144842,15000.0,,,,,,,,
Created,User_1,A_Create Application,Application,Application_486645986,complete,2016-01-02 18:36:32.396000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
statechange,User_1,A_Submitted,Application,ApplState_1305123101,complete,2016-01-02 18:36:32.427000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Created,User_1,W_Handle leads,Workflow,Workitem_756169525,schedule,2016-01-02 18:36:32.635000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Deleted,User_1,W_Handle leads,Workflow,Workitem_541314964,withdraw,2016-01-02 18:37:33.168000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Created,User_1,W_Complete application,Workflow,Workitem_1388674724,schedule,2016-01-02 18:37:33.176000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
statechange,User_1,A_Concept,Application,ApplState_654516868,complete,2016-01-02 18:37:33.182000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_15,W_Complete application,Workflow,Workitem_52308232,start,2016-01-04 09:49:42.021000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Released,User_15,W_Complete application,Workflow,Workitem_109182011,suspend,2016-01-04 09:52:06.308000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
statechange,User_20,A_Accepted,Application,ApplState_972388648,complete,2016-01-04 14:58:38.198000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Created,User_20,O_Create Offer,Offer,Offer_210781714,complete,2016-01-04 15:00:12.541000+00:00,Home improvement,New credit,Application_486645986,27000.0,50000.0,126.0,True,500.0,False,0.0,50000.0,
statechange,User_20,O_Created,Offer,OfferState_668670223,complete,2016-01-04 15:00:14.093000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,Offer_210781714
statechange,User_20,O_Sent (mail and online),Offer,OfferState_1751544272,complete,2016-01-04 15:01:10.366000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,Offer_210781714
Deleted,User_20,W_Complete application,Workflow,Workitem_550295998,ate_abort,2016-01-04 15:01:10.381000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Created,User_20,W_Call after offers,Workflow,Workitem_908726242,schedule,2016-01-04 15:01:10.388000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_20,W_Call after offers,Workflow,Workitem_1805897249,start,2016-01-04 15:01:10.390000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
statechange,User_20,A_Complete,Application,ApplState_2077085759,complete,2016-01-04 15:01:10.392000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Released,User_20,W_Call after offers,Workflow,Workitem_1593473649,suspend,2016-01-04 15:06:01.680000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_71,W_Call after offers,Workflow,Workitem_1731536602,resume,2016-01-08 08:56:21.471000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Released,User_71,W_Call after offers,Workflow,Workitem_1698345276,suspend,2016-01-08 08:57:05.870000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Deleted,User_127,W_Call after offers,Workflow,Workitem_1133256560,ate_abort,2016-01-13 14:59:41.807000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Created,User_127,W_Validate application,Workflow,Workitem_1567113379,schedule,2016-01-13 14:59:41.818000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_127,W_Validate application,Workflow,Workitem_1585788152,start,2016-01-13 14:59:41.821000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
statechange,User_127,A_Validating,Application,ApplState_1651464170,complete,2016-01-13 14:59:42.782000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
statechange,User_127,O_Returned,Offer,OfferState_560593434,complete,2016-01-13 15:05:19.862000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,Offer_210781714
Released,User_127,W_Validate application,Workflow,Workitem_1122101904,suspend,2016-01-13 15:11:57.070000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_87,W_Validate application,Workflow,Workitem_1715418760,resume,2016-01-14 06:55:37.775000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Released,User_87,W_Validate application,Workflow,Workitem_1534276510,suspend,2016-01-14 06:55:50.977000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_87,W_Validate application,Workflow,Workitem_1474993305,resume,2016-01-14 06:55:58.878000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Released,User_87,W_Validate application,Workflow,Workitem_788218543,suspend,2016-01-14 06:56:03.531000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_87,W_Validate application,Workflow,Workitem_1543151435,resume,2016-01-14 07:53:33.420000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Released,User_87,W_Validate application,Workflow,Workitem_548103508,suspend,2016-01-14 07:54:53.149000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_87,W_Validate application,Workflow,Workitem_1653756007,resume,2016-01-14 07:55:44.473000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Deleted,User_87,W_Validate application,Workflow,Workitem_1997298306,complete,2016-01-14 08:09:00.020000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Created,User_87,W_Call incomplete files,Workflow,Workitem_484775876,schedule,2016-01-14 08:09:00.031000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_87,W_Call incomplete files,Workflow,Workitem_1935411157,start,2016-01-14 08:09:00.034000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
statechange,User_87,A_Incomplete,Application,ApplState_861626664,complete,2016-01-14 08:09:00.038000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Released,User_87,W_Call incomplete files,Workflow,Workitem_1205189569,suspend,2016-01-14 08:09:41.743000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_1081579432,resume,2016-01-14 10:42:51.476000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Created,User_2,O_Create Offer,Offer,Offer_1551167005,complete,2016-01-14 10:46:17.376000+00:00,Home improvement,New credit,Application_486645986,27000.0,0.0,69.0,True,500.0,True,804.0,30000.0,
statechange,User_2,O_Created,Offer,OfferState_2082725643,complete,2016-01-14 10:46:18.652000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,Offer_1551167005
statechange,User_2,O_Sent (online only),Offer,OfferState_747390192,complete,2016-01-14 10:47:18.595000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,Offer_1551167005
Released,User_2,W_Call incomplete files,Workflow,Workitem_1219192756,suspend,2016-01-14 10:50:33.760000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Deleted,User_117,W_Call incomplete files,Workflow,Workitem_270540568,ate_abort,2016-01-14 16:03:26.803000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Created,User_117,W_Validate application,Workflow,Workitem_1094288022,schedule,2016-01-14 16:03:26.810000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_117,W_Validate application,Workflow,Workitem_1274998858,start,2016-01-14 16:03:26.812000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
statechange,User_117,A_Validating,Application,ApplState_1461017902,complete,2016-01-14 16:03:26.875000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Released,User_117,W_Validate application,Workflow,Workitem_1184326760,suspend,2016-01-14 16:04:51.613000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_87,W_Validate application,Workflow,Workitem_696374834,resume,2016-01-15 06:14:33.440000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Released,User_87,W_Validate application,Workflow,Workitem_1037450562,suspend,2016-01-15 06:16:40.550000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_87,W_Validate application,Workflow,Workitem_1714973952,resume,2016-01-15 12:59:00.653000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Released,User_87,W_Validate application,Workflow,Workitem_590824444,suspend,2016-01-15 12:59:45.362000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_87,W_Validate application,Workflow,Workitem_1113689574,resume,2016-01-15 13:50:14.087000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Released,User_87,W_Validate application,Workflow,Workitem_658389434,suspend,2016-01-15 13:52:11.559000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Obtained,User_87,W_Validate application,Workflow,Workitem_535761848,resume,2016-01-15 14:14:02.374000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Released,User_87,W_Validate application,Workflow,Workitem_50598760,suspend,2016-01-15 14:14:13.054000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
statechange,User_95,O_Returned,Offer,OfferState_80589859,complete,2016-01-15 15:47:34.829000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,Offer_1551167005
statechange,User_95,O_Accepted,Offer,OfferState_692596189,complete,2016-01-15 15:48:10.842000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,Offer_1551167005
statechange,User_95,A_Pending,Application,ApplState_227958199,complete,2016-01-15 15:48:10.848000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
Deleted,User_95,W_Validate application,Workflow,Workitem_1198993613,ate_abort,2016-01-15 15:48:10.851000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,
statechange,User_95,O_Cancelled,Offer,OfferState_379830825,complete,2016-01-15 15:48:10.861000+00:00,Home improvement,New credit,Application_486645986,27000.0,,,,,,,,Offer_210781714
Created,User_1,A_Create Application,Application,Application_587387633,complete,2016-01-02 19:08:09.318000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
statechange,User_1,A_Submitted,Application,ApplState_363950811,complete,2016-01-02 19:08:09.350000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Created,User_1,W_Handle leads,Workflow,Workitem_1318792812,schedule,2016-01-02 19:08:09.679000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Deleted,User_1,W_Handle leads,Workflow,Workitem_2040335129,withdraw,2016-01-02 19:09:51.192000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Created,User_1,W_Complete application,Workflow,Workitem_2031706780,schedule,2016-01-02 19:09:51.201000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
statechange,User_1,A_Concept,Application,ApplState_587089851,complete,2016-01-02 19:09:51.207000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Obtained,User_13,W_Complete application,Workflow,Workitem_1527850853,start,2016-01-04 09:42:09.351000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Released,User_13,W_Complete application,Workflow,Workitem_812470552,suspend,2016-01-04 09:45:55.034000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Obtained,User_37,W_Complete application,Workflow,Workitem_1899269803,resume,2016-01-05 19:37:48.076000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Released,User_37,W_Complete application,Workflow,Workitem_807451580,suspend,2016-01-05 19:37:59.571000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Obtained,User_37,W_Complete application,Workflow,Workitem_1165661416,resume,2016-01-05 19:38:12.108000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
statechange,User_37,A_Accepted,Application,ApplState_1913707400,complete,2016-01-05 19:48:13.811000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Created,User_37,O_Create Offer,Offer,Offer_596592747,complete,2016-01-05 19:57:17.401000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,5000.0,126.0,True,250.0,True,808.0,25000.0,
statechange,User_37,O_Created,Offer,OfferState_523463451,complete,2016-01-05 19:57:18.693000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,Offer_596592747
statechange,User_37,O_Sent (mail and online),Offer,OfferState_738258687,complete,2016-01-05 19:59:14.317000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,Offer_596592747
Deleted,User_37,W_Complete application,Workflow,Workitem_399453062,complete,2016-01-05 19:59:14.331000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Created,User_37,W_Call after offers,Workflow,Workitem_1403334437,schedule,2016-01-05 19:59:14.338000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Obtained,User_37,W_Call after offers,Workflow,Workitem_972636063,start,2016-01-05 19:59:14.340000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
statechange,User_37,A_Complete,Application,ApplState_940341990,complete,2016-01-05 19:59:14.343000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Released,User_37,W_Call after offers,Workflow,Workitem_1539786310,suspend,2016-01-05 20:01:07.337000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Obtained,User_2,W_Call after offers,Workflow,Workitem_871721364,resume,2016-01-11 08:26:59.311000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Released,User_2,W_Call after offers,Workflow,Workitem_67328568,suspend,2016-01-11 08:27:24.991000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Deleted,User_112,W_Call after offers,Workflow,Workitem_933748142,ate_abort,2016-01-19 08:59:21.991000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Created,User_112,W_Validate application,Workflow,Workitem_1114720537,schedule,2016-01-19 08:59:22.036000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Obtained,User_112,W_Validate application,Workflow,Workitem_1379458502,start,2016-01-19 08:59:22.040000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
statechange,User_112,A_Validating,Application,ApplState_1682625649,complete,2016-01-19 08:59:23.048000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
statechange,User_112,O_Returned,Offer,OfferState_623513581,complete,2016-01-19 09:00:16.157000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,Offer_596592747
Released,User_112,W_Validate application,Workflow,Workitem_479346692,suspend,2016-01-19 09:01:34.265000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
